"","id","panelist","week","day","store id","brandbought","sumunits","sumvol","sumdollars","trips","brand","price","weekslast","brandlag","dis","feat","FMYSize","Income","NoIncome"
"92",2200,14102335,680,4,1419,3,2,27,115.33,1,2,0.13,7,0,1,0,2,11,0
"93",2200,14102335,680,4,1419,3,2,27,115.33,1,3,0.19,7,0,0,0,2,11,0
"94",2200,14102335,680,4,1419,3,2,27,115.33,1,4,0.13,7,0,1,0,2,11,0
"95",2200,14102335,680,4,1419,3,2,27,115.33,1,5,0.23,7,0,0,0,2,11,0
"96",2200,14102335,680,4,1419,3,2,27,115.33,1,6,0.18,7,0,0,0,2,11,0
"97",2203,14102335,689,2,1419,2,2,32,131.93,1,1,0.21,9,0,0,0,2,11,0
"98",2203,14102335,689,2,1419,2,2,32,131.93,1,2,0.13,9,0,0,0,2,11,0
"99",2203,14102335,689,2,1419,2,2,32,131.93,1,3,0.19,9,0,0,0,2,11,0
"100",2203,14102335,689,2,1419,2,2,32,131.93,1,4,0.14,9,0,0,0,2,11,0
"101",2203,14102335,689,2,1419,2,2,32,131.93,1,5,0.23,9,0,1,0,2,11,0
"102",2203,14102335,689,2,1419,2,2,32,131.93,1,6,0.18,9,0,0,0,2,11,0
"103",2205,14102335,695,4,1419,2,1,16,98.55,1,1,0.21,6,0,0,0,2,11,0
"104",2205,14102335,695,4,1419,2,1,16,98.55,1,2,0.13,6,0,0,1,2,11,0
"105",2205,14102335,695,4,1419,2,1,16,98.55,1,3,0.19,6,0,0,0,2,11,0
"106",2205,14102335,695,4,1419,2,1,16,98.55,1,4,0.14,6,0,0,0,2,11,0
"107",2205,14102335,695,4,1419,2,1,16,98.55,1,5,0.23,6,0,1,0,2,11,0
"108",2205,14102335,695,4,1419,2,1,16,98.55,1,6,0.18,6,0,0,0,2,11,0
"109",2208,14102335,705,6,1419,2,1,12,25.65,1,1,0.2,10,0,1,1,2,11,0
"110",2208,14102335,705,6,1419,2,1,12,25.65,1,2,0.14,10,0,0,0,2,11,0
"111",2208,14102335,705,6,1419,2,1,12,25.65,1,3,0.2,10,0,0,0,2,11,0
"112",2208,14102335,705,6,1419,2,1,12,25.65,1,4,0.14,10,0,0,0,2,11,0
"113",2208,14102335,705,6,1419,2,1,12,25.65,1,5,0.24,10,0,0,0,2,11,0
"114",2208,14102335,705,6,1419,2,1,12,25.65,1,6,0.18,10,0,0,0,2,11,0
"115",2209,14102335,709,3,1419,2,2,30.3,105.97,1,1,0.22,4,2,1,0,2,11,0
"116",2209,14102335,709,3,1419,2,2,30.3,105.97,1,2,0.14,4,2,0,0,2,11,0
"117",2209,14102335,709,3,1419,2,2,30.3,105.97,1,3,0.2,4,2,0,0,2,11,0
"118",2209,14102335,709,3,1419,2,2,30.3,105.97,1,4,0.14,4,2,0,0,2,11,0
"119",2209,14102335,709,3,1419,2,2,30.3,105.97,1,5,0.24,4,2,0,0,2,11,0
"120",2209,14102335,709,3,1419,2,2,30.3,105.97,1,6,0.18,4,2,0,0,2,11,0
"121",2212,14102335,716,4,1419,1,2,22,71.9,1,1,0.21,7,0,1,0,2,11,0
"122",2212,14102335,716,4,1419,1,2,22,71.9,1,2,0.13,7,0,1,0,2,11,0
"123",2212,14102335,716,4,1419,1,2,22,71.9,1,3,0.18,7,0,1,1,2,11,0
"124",2212,14102335,716,4,1419,1,2,22,71.9,1,4,0.14,7,0,0,0,2,11,0
"125",2212,14102335,716,4,1419,1,2,22,71.9,1,5,0.24,7,0,0,0,2,11,0
"126",2212,14102335,716,4,1419,1,2,22,71.9,1,6,0.18,7,0,0,0,2,11,0
"127",2869,14103580,614,4,1422,2,1,19,80.86,1,1,0.19,NA,NA,1,1,2,11,0
"128",2869,14103580,614,4,1422,2,1,19,80.86,1,2,0.13,NA,NA,0,0,2,11,0
"129",2869,14103580,614,4,1422,2,1,19,80.86,1,3,0.15,NA,NA,0,0,2,11,0
"130",2869,14103580,614,4,1422,2,1,19,80.86,1,4,0.15,NA,NA,0,0,2,11,0
"131",2869,14103580,614,4,1422,2,1,19,80.86,1,5,0.22,NA,NA,0,0,2,11,0
"132",2869,14103580,614,4,1422,2,1,19,80.86,1,6,0.18,NA,NA,0,0,2,11,0
"133",2871,14103580,617,4,1423,2,1,7,112.42,1,1,0.23,3,0,1,0,2,11,0
"134",2871,14103580,617,4,1423,2,1,7,112.42,1,2,0.16,3,0,0,0,2,11,0
"135",2871,14103580,617,4,1423,2,1,7,112.42,1,3,0.13,3,0,0,0,2,11,0
"136",2871,14103580,617,4,1423,2,1,7,112.42,1,4,0.17,3,0,0,0,2,11,0
"137",2871,14103580,617,4,1423,2,1,7,112.42,1,5,0.21,3,0,0,0,2,11,0
"138",2871,14103580,617,4,1423,2,1,7,112.42,1,6,0.18,3,0,0,0,2,11,0
"139",2872,14103580,619,2,1422,1,1,12,88.22,1,1,0.22,2,2,1,0,2,11,0
"140",2872,14103580,619,2,1422,1,1,12,88.22,1,2,0.13,2,2,0,0,2,11,0
"141",2872,14103580,619,2,1422,1,1,12,88.22,1,3,0.16,2,2,0,0,2,11,0
"142",2872,14103580,619,2,1422,1,1,12,88.22,1,4,0.15,2,2,0,0,2,11,0
"143",2872,14103580,619,2,1422,1,1,12,88.22,1,5,0.22,2,2,0,0,2,11,0
"144",2872,14103580,619,2,1422,1,1,12,88.22,1,6,0.18,2,2,0,0,2,11,0
"145",2873,14103580,620,3,1422,1,1,14,98.2,1,1,0.22,1,1,1,0,2,11,0
"146",2873,14103580,620,3,1422,1,1,14,98.2,1,2,0.13,1,1,0,0,2,11,0
"147",2873,14103580,620,3,1422,1,1,14,98.2,1,3,0.16,1,1,0,0,2,11,0
"148",2873,14103580,620,3,1422,1,1,14,98.2,1,4,0.15,1,1,0,0,2,11,0
"149",2873,14103580,620,3,1422,1,1,14,98.2,1,5,0.22,1,1,0,0,2,11,0
"150",2873,14103580,620,3,1422,1,1,14,98.2,1,6,0.18,1,1,0,0,2,11,0
"151",2874,14103580,622,5,1422,2,1,12,102.08,1,1,0.22,2,1,1,0,2,11,0
"152",2874,14103580,622,5,1422,2,1,12,102.08,1,2,0.13,2,1,1,0,2,11,0
"153",2874,14103580,622,5,1422,2,1,12,102.08,1,3,0.15,2,1,1,0,2,11,0
"154",2874,14103580,622,5,1422,2,1,12,102.08,1,4,0.15,2,1,0,0,2,11,0
"155",2874,14103580,622,5,1422,2,1,12,102.08,1,5,0.22,2,1,0,0,2,11,0
"156",2874,14103580,622,5,1422,2,1,12,102.08,1,6,0.18,2,1,0,0,2,11,0
"157",2875,14103580,624,5,1422,2,1,12,88.98,1,1,0.22,2,2,1,0,2,11,0
"158",2875,14103580,624,5,1422,2,1,12,88.98,1,2,0.13,2,2,0,0,2,11,0
"159",2875,14103580,624,5,1422,2,1,12,88.98,1,3,0.13,2,2,1,1,2,11,0
"160",2875,14103580,624,5,1422,2,1,12,88.98,1,4,0.15,2,2,0,0,2,11,0
"161",2875,14103580,624,5,1422,2,1,12,88.98,1,5,0.22,2,2,0,0,2,11,0
"162",2875,14103580,624,5,1422,2,1,12,88.98,1,6,0.18,2,2,0,0,2,11,0
"163",2876,14103580,625,4,1422,2,2,23,76.08,1,1,0.22,1,2,1,0,2,11,0
"164",2876,14103580,625,4,1422,2,2,23,76.08,1,2,0.13,1,2,0,0,2,11,0
"165",2876,14103580,625,4,1422,2,2,23,76.08,1,3,0.16,1,2,1,0,2,11,0
"166",2876,14103580,625,4,1422,2,2,23,76.08,1,4,0.15,1,2,0,0,2,11,0
"167",2876,14103580,625,4,1422,2,2,23,76.08,1,5,0.22,1,2,0,0,2,11,0
"168",2876,14103580,625,4,1422,2,2,23,76.08,1,6,0.18,1,2,0,0,2,11,0
"169",2877,14103580,627,4,1422,1,3,37,78.77,1,1,0.22,2,2,1,0,2,11,0
"170",2877,14103580,627,4,1422,1,3,37,78.77,1,2,0.13,2,2,0,0,2,11,0
"171",2877,14103580,627,4,1422,1,3,37,78.77,1,3,0.16,2,2,0,0,2,11,0
"172",2877,14103580,627,4,1422,1,3,37,78.77,1,4,0.15,2,2,1,0,2,11,0
"173",2877,14103580,627,4,1422,1,3,37,78.77,1,5,0.21,2,2,1,1,2,11,0
"174",2877,14103580,627,4,1422,1,3,37,78.77,1,6,0.18,2,2,0,0,2,11,0
"175",2879,14103580,630,3,1422,1,2,22,79.19,1,1,0.22,3,0,1,0,2,11,0
"176",2879,14103580,630,3,1422,1,2,22,79.19,1,2,0.13,3,0,0,0,2,11,0
"177",2879,14103580,630,3,1422,1,2,22,79.19,1,3,0.16,3,0,0,0,2,11,0
"178",2879,14103580,630,3,1422,1,2,22,79.19,1,4,0.16,3,0,0,0,2,11,0
"179",2879,14103580,630,3,1422,1,2,22,79.19,1,5,0.22,3,0,0,0,2,11,0
"180",2879,14103580,630,3,1422,1,2,22,79.19,1,6,0.18,3,0,0,0,2,11,0
"181",2880,14103580,635,3,1423,1,1,14,154.59,1,1,0.22,5,1,1,1,2,11,0
"182",2880,14103580,635,3,1423,1,1,14,154.59,1,2,0.16,5,1,0,0,2,11,0
"183",2880,14103580,635,3,1423,1,1,14,154.59,1,3,0.13,5,1,1,0,2,11,0
"184",2880,14103580,635,3,1423,1,1,14,154.59,1,4,0.17,5,1,0,0,2,11,0
"185",2880,14103580,635,3,1423,1,1,14,154.59,1,5,0.22,5,1,0,0,2,11,0
"186",2880,14103580,635,3,1423,1,1,14,154.59,1,6,0.18,5,1,0,1,2,11,0
"187",2881,14103580,636,5,1422,1,2,20,77.67,1,1,0.23,1,1,1,0,2,11,0
"188",2881,14103580,636,5,1422,1,2,20,77.67,1,2,0.14,1,1,0,0,2,11,0
"189",2881,14103580,636,5,1422,1,2,20,77.67,1,3,0.17,1,1,0,0,2,11,0
"190",2881,14103580,636,5,1422,1,2,20,77.67,1,4,0.16,1,1,1,0,2,11,0
"191",2881,14103580,636,5,1422,1,2,20,77.67,1,5,0.22,1,1,0,0,2,11,0
"192",2881,14103580,636,5,1422,1,2,20,77.67,1,6,0.18,1,1,0,0,2,11,0
"193",2882,14103580,637,4,1423,1,1,12,110.29,1,1,0.24,1,1,0,0,2,11,0
"194",2882,14103580,637,4,1423,1,1,12,110.29,1,2,0.16,1,1,0,0,2,11,0
"195",2882,14103580,637,4,1423,1,1,12,110.29,1,3,0.13,1,1,0,0,2,11,0
"196",2882,14103580,637,4,1423,1,1,12,110.29,1,4,0.18,1,1,0,0,2,11,0
"197",2882,14103580,637,4,1423,1,1,12,110.29,1,5,0.22,1,1,0,0,2,11,0
"198",2882,14103580,637,4,1423,1,1,12,110.29,1,6,0.2,1,1,0,0,2,11,0
"199",2885,14103580,644,5,1422,1,1,13.25,108.3,1,1,0.23,7,0,0,0,2,11,0
"200",2885,14103580,644,5,1422,1,1,13.25,108.3,1,2,0.14,7,0,0,0,2,11,0
"201",2885,14103580,644,5,1422,1,1,13.25,108.3,1,3,0.17,7,0,0,0,2,11,0
"202",2885,14103580,644,5,1422,1,1,13.25,108.3,1,4,0.16,7,0,0,0,2,11,0
"203",2885,14103580,644,5,1422,1,1,13.25,108.3,1,5,0.2,7,0,0,0,2,11,0
"204",2885,14103580,644,5,1422,1,1,13.25,108.3,1,6,0.19,7,0,0,0,2,11,0
"205",2886,14103580,646,4,1423,1,2,19,130.22,1,1,0.21,2,1,0,1,2,11,0
"206",2886,14103580,646,4,1423,1,2,19,130.22,1,2,0.16,2,1,0,0,2,11,0
"207",2886,14103580,646,4,1423,1,2,19,130.22,1,3,0.14,2,1,1,0,2,11,0
"208",2886,14103580,646,4,1423,1,2,19,130.22,1,4,0.18,2,1,0,0,2,11,0
"209",2886,14103580,646,4,1423,1,2,19,130.22,1,5,0.22,2,1,0,0,2,11,0
"210",2886,14103580,646,4,1423,1,2,19,130.22,1,6,0.2,2,1,0,0,2,11,0
"211",2887,14103580,649,5,1422,2,1,16.7,119.33,1,1,0.23,3,1,0,0,2,11,0
"212",2887,14103580,649,5,1422,2,1,16.7,119.33,1,2,0.12,3,1,1,1,2,11,0
"213",2887,14103580,649,5,1422,2,1,16.7,119.33,1,3,0.17,3,1,0,0,2,11,0
"214",2887,14103580,649,5,1422,2,1,16.7,119.33,1,4,0.16,3,1,0,0,2,11,0
"215",2887,14103580,649,5,1422,2,1,16.7,119.33,1,5,0.22,3,1,0,0,2,11,0
"216",2887,14103580,649,5,1422,2,1,16.7,119.33,1,6,0.18,3,1,0,0,2,11,0
"217",2889,14103580,653,5,1422,1,2,27.25,157.33,1,1,0.23,4,0,0,0,2,11,0
"218",2889,14103580,653,5,1422,1,2,27.25,157.33,1,2,0.14,4,0,0,0,2,11,0
"219",2889,14103580,653,5,1422,1,2,27.25,157.33,1,3,0.16,4,0,0,0,2,11,0
"220",2889,14103580,653,5,1422,1,2,27.25,157.33,1,4,0.16,4,0,0,0,2,11,0
"221",2889,14103580,653,5,1422,1,2,27.25,157.33,1,5,0.23,4,0,0,0,2,11,0
"222",2889,14103580,653,5,1422,1,2,27.25,157.33,1,6,0.19,4,0,0,0,2,11,0
"223",2890,14103580,655,6,1422,1,3,41,110.02,1,1,0.23,2,1,0,0,2,11,0
"224",2890,14103580,655,6,1422,1,3,41,110.02,1,2,0.14,2,1,0,0,2,11,0
"225",2890,14103580,655,6,1422,1,3,41,110.02,1,3,0.17,2,1,0,0,2,11,0
"226",2890,14103580,655,6,1422,1,3,41,110.02,1,4,0.16,2,1,0,0,2,11,0
"227",2890,14103580,655,6,1422,1,3,41,110.02,1,5,0.23,2,1,0,0,2,11,0
"228",2890,14103580,655,6,1422,1,3,41,110.02,1,6,0.19,2,1,0,1,2,11,0
"229",2891,14103580,658,4,1423,1,2,22.5,144.04,1,1,0.24,3,1,0,0,2,11,0
"230",2891,14103580,658,4,1423,1,2,22.5,144.04,1,2,0.16,3,1,0,0,2,11,0
"231",2891,14103580,658,4,1423,1,2,22.5,144.04,1,3,0.15,3,1,0,0,2,11,0
"232",2891,14103580,658,4,1423,1,2,22.5,144.04,1,4,0.18,3,1,0,0,2,11,0
"233",2891,14103580,658,4,1423,1,2,22.5,144.04,1,5,0.23,3,1,0,0,2,11,0
"234",2891,14103580,658,4,1423,1,2,22.5,144.04,1,6,0.2,3,1,0,0,2,11,0
"235",2892,14103580,661,3,1423,2,1,7,142.08,1,1,0.24,3,1,0,0,2,11,0
"236",2892,14103580,661,3,1423,2,1,7,142.08,1,2,0.16,3,1,0,0,2,11,0
"237",2892,14103580,661,3,1423,2,1,7,142.08,1,3,0.15,3,1,1,0,2,11,0
"238",2892,14103580,661,3,1423,2,1,7,142.08,1,4,0.18,3,1,1,0,2,11,0
"239",2892,14103580,661,3,1423,2,1,7,142.08,1,5,0.23,3,1,0,0,2,11,0
"240",2892,14103580,661,3,1423,2,1,7,142.08,1,6,0.2,3,1,0,0,2,11,0
"241",2896,14103580,665,5,1423,2,2,26,105.55,1,1,0.24,4,0,0,0,2,11,0
"242",2896,14103580,665,5,1423,2,2,26,105.55,1,2,0.16,4,0,0,0,2,11,0
"243",2896,14103580,665,5,1423,2,2,26,105.55,1,3,0.13,4,0,1,1,2,11,0
"244",2896,14103580,665,5,1423,2,2,26,105.55,1,4,0.18,4,0,0,0,2,11,0
"245",2896,14103580,665,5,1423,2,2,26,105.55,1,5,0.23,4,0,0,0,2,11,0
"246",2896,14103580,665,5,1423,2,2,26,105.55,1,6,0.2,4,0,0,0,2,11,0
"247",2897,14103580,667,5,1423,2,1,7,126.06,1,1,0.2,2,2,1,1,2,11,0
"248",2897,14103580,667,5,1423,2,1,7,126.06,1,2,0.16,2,2,1,1,2,11,0
"249",2897,14103580,667,5,1423,2,1,7,126.06,1,3,0.15,2,2,0,0,2,11,0
"250",2897,14103580,667,5,1423,2,1,7,126.06,1,4,0.18,2,2,0,0,2,11,0
"251",2897,14103580,667,5,1423,2,1,7,126.06,1,5,0.22,2,2,0,0,2,11,0
"252",2897,14103580,667,5,1423,2,1,7,126.06,1,6,0.2,2,2,0,0,2,11,0
"253",2898,14103580,669,4,1423,1,1,13.5,112.99,1,1,0.25,2,2,0,0,2,11,0
"254",2898,14103580,669,4,1423,1,1,13.5,112.99,1,2,0.16,2,2,0,0,2,11,0
"255",2898,14103580,669,4,1423,1,1,13.5,112.99,1,3,0.15,2,2,0,0,2,11,0
"256",2898,14103580,669,4,1423,1,1,13.5,112.99,1,4,0.18,2,2,0,0,2,11,0
"257",2898,14103580,669,4,1423,1,1,13.5,112.99,1,5,0.22,2,2,1,1,2,11,0
"258",2898,14103580,669,4,1423,1,1,13.5,112.99,1,6,0.2,2,2,0,0,2,11,0
"259",2900,14103580,671,4,1422,2,1,12,64.78,1,1,0.25,2,0,0,0,2,11,0
"260",2900,14103580,671,4,1422,2,1,12,64.78,1,2,0.12,2,0,1,1,2,11,0
"261",2900,14103580,671,4,1422,2,1,12,64.78,1,3,0.18,2,0,0,0,2,11,0
"262",2900,14103580,671,4,1422,2,1,12,64.78,1,4,0.16,2,0,0,0,2,11,0
"263",2900,14103580,671,4,1422,2,1,12,64.78,1,5,0.23,2,0,0,0,2,11,0
"264",2900,14103580,671,4,1422,2,1,12,64.78,1,6,0.2,2,0,0,0,2,11,0
"265",2901,14103580,673,3,1423,2,1,7,125.66,1,1,0.25,2,2,0,0,2,11,0
"266",2901,14103580,673,3,1423,2,1,7,125.66,1,2,0.16,2,2,0,0,2,11,0
"267",2901,14103580,673,3,1423,2,1,7,125.66,1,3,0.14,2,2,1,1,2,11,0
"268",2901,14103580,673,3,1423,2,1,7,125.66,1,4,0.18,2,2,0,0,2,11,0
"269",2901,14103580,673,3,1423,2,1,7,125.66,1,5,0.22,2,2,0,0,2,11,0
"270",2901,14103580,673,3,1423,2,1,7,125.66,1,6,0.2,2,2,0,0,2,11,0
"271",2902,14103580,674,2,1423,1,1,7,103.18,1,1,0.25,1,2,0,0,2,11,0
"272",2902,14103580,674,2,1423,1,1,7,103.18,1,2,0.12,1,2,1,1,2,11,0
"273",2902,14103580,674,2,1423,1,1,7,103.18,1,3,0.15,1,2,0,0,2,11,0
"274",2902,14103580,674,2,1423,1,1,7,103.18,1,4,0.18,1,2,0,0,2,11,0
"275",2902,14103580,674,2,1423,1,1,7,103.18,1,5,0.22,1,2,0,0,2,11,0
"276",2902,14103580,674,2,1423,1,1,7,103.18,1,6,0.2,1,2,0,0,2,11,0
"277",2904,14103580,680,4,1423,2,2,32.8,157.66,1,1,0.25,6,0,0,0,2,11,0
"278",2904,14103580,680,4,1423,2,2,32.8,157.66,1,2,0.17,6,0,0,0,2,11,0
"279",2904,14103580,680,4,1423,2,2,32.8,157.66,1,3,0.15,6,0,0,0,2,11,0
"280",2904,14103580,680,4,1423,2,2,32.8,157.66,1,4,0.18,6,0,0,0,2,11,0
